,Stock_Item_Key,Stock_Item,Color,Selling_Package,Buying_Package,Brand,Size_val,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit
222,222,Chocolate echidnas 250g,NA,Bag,Carton,NA,250g,3,24,1,3.0,8.55,12.23,0.25
223,223,Chocolate beetles 250g,NA,Bag,Carton,NA,250g,3,24,1,3.0,8.55,12.23,0.25
224,224,Chocolate sharks 250g,NA,Bag,Carton,NA,250g,3,24,1,3.0,8.55,12.23,0.25
225,225,Chocolate frogs 250g,NA,Bag,Carton,NA,250g,3,24,1,3.0,8.55,12.23,0.25
226,226,White chocolate moon rocks 250g,NA,Bag,Carton,NA,250g,3,24,1,3.0,8.55,12.23,0.25
227,227,White chocolate snow balls 250g,NA,Bag,Carton,NA,250g,3,24,1,3.0,8.55,12.23,0.25
228,228,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,14.0,45.0,67.28,1.8
229,229,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,14.0,30.0,44.85,1.7
230,230,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,14.0,30.0,44.85,1.7
231,231,RC toy sedan car with remote control (Pink) 1/50 scale,NA,Each,Each,Northwind,1/50 scale,14,1,0,14.0,25.0,37.38,1.5
232,232,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,Northwind,1/50 scale,14,1,0,14.0,25.0,37.38,1.5
233,233,RC toy sedan car with remote control (Green) 1/50 scale,NA,Each,Each,Northwind,1/50 scale,14,1,0,14.0,25.0,37.38,1.5
234,234,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,Northwind,1/50 scale,14,1,0,14.0,25.0,37.38,1.5
235,235,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,14.0,25.0,37.38,1.5
236,236,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,14.0,25.0,37.38,1.5
237,237,USB food flash drive - dessert 10 drive variety pack,NA,Packet,Packet,NA,NA,14,1,0,14.0,240.0,358.8,0.5
238,238,USB food flash drive - fortune cookie,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
239,239,USB food flash drive - shrimp cocktail,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
240,240,USB food flash drive - donut,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
241,241,USB food flash drive - cookie,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
242,242,USB food flash drive - chocolate bar,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
243,243,USB food flash drive - banana,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
244,244,USB food flash drive - dim sum 10 drive variety pack,NA,Packet,Packet,NA,NA,14,1,0,14.0,240.0,358.8,0.5
245,245,USB food flash drive - pizza slice,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
246,246,USB food flash drive - hot dog,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
247,247,USB food flash drive - hamburger,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
248,248,USB food flash drive - sushi roll,NA,Each,Each,NA,NA,14,1,0,14.0,32.0,47.84,0.05
249,249,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
250,250,IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
251,251,IT joke mug - that behavior is by design (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
252,252,IT joke mug - that behavior is by design (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
253,253,IT joke mug - keyboard not found  press F1 to continue (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
254,254,IT joke mug - keyboard not found  press F1 to continue (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
255,255,Developer joke mug - old C developers never die (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
256,256,Developer joke mug - old C developers never die (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
257,257,Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
258,258,Developer joke mug - this code was generated by a tool (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
259,259,Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
260,260,Developer joke mug - a foo walks into a bar (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
261,261,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
262,262,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
263,263,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
264,264,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
265,265,Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
266,266,Developer joke mug - (hip- hip- array) (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
267,267,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
268,268,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
269,269,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
270,270,Developer joke mug - when your hammer is C++ (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
271,271,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
272,272,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
273,273,Developer joke mug - thats a hardware problem (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
274,274,Developer joke mug - thats a hardware problem (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
275,275,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
276,276,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
277,277,DBA joke mug - two types of DBAs (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
278,278,DBA joke mug - two types of DBAs (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
279,279,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
280,280,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
281,281,DBA joke mug - I will get you in order (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
282,282,DBA joke mug - I will get you in order (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
283,283,DBA joke mug - it depends (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
284,284,DBA joke mug - it depends (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
285,285,DBA joke mug - you might be a DBA if (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
286,286,DBA joke mug - you might be a DBA if (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
287,287,DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
288,288,DBA joke mug - daaaaaa-ta (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
289,289,DBA joke mug - mind if I join you? (Black),Black,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
290,290,DBA joke mug - mind if I join you? (White),White,Each,Each,NA,NA,12,1,0,12.0,13.0,19.44,0.15
291,291,USB rocket launcher (Gray),Steel Gray,Each,Each,NA,NA,14,1,0,14.0,25.0,37.38,0.3
292,292,USB missile launcher (Green),NA,Each,Each,NA,NA,14,1,0,14.0,25.0,37.38,0.3
293,293,Void fill 400 L bag (White) 400L,NA,Each,Each,NA,400L,14,10,0,14.0,50.0,74.75,1.0
294,294,Void fill 300 L bag (White) 300L,NA,Each,Each,NA,300L,14,10,0,14.0,37.5,56.06,0.75
295,295,Void fill 200 L bag (White) 200L,NA,Each,Each,NA,200L,14,10,0,14.0,25.0,37.38,0.5
296,296,Void fill 100 L bag (White) 100L,NA,Each,Each,NA,100L,14,10,0,14.0,12.5,18.69,0.25
297,297,Air cushion machine (Blue),NA,Each,Each,NA,NA,20,1,0,20.0,1899.0,2839.01,10.0
298,298,Air cushion film 200mmx200mm 325m,NA,Each,Each,NA,325m,14,1,0,14.0,90.0,134.55,6.0
299,299,Air cushion film 200mmx100mm 325m,NA,Each,Each,NA,325m,14,1,0,14.0,87.0,130.07,5.0
300,300,Large  replacement blades 18mm,NA,Each,Each,NA,18mm,14,10,0,14.0,4.3,6.43,0.8
301,301,Small 9mm replacement blades 9mm,NA,Each,Each,NA,9mm,14,10,0,14.0,4.1,6.13,0.7
302,302,Packing knife with metal insert blade (Yellow) 18mm,NA,Each,Each,NA,18mm,14,5,0,14.0,2.4,3.59,0.5
303,303,Packing knife with metal insert blade (Yellow) 9mm,NA,Each,Each,NA,9mm,14,5,0,14.0,1.89,2.83,0.5
304,304,Permanent marker red 5mm nib (Red) 5mm,NA,Each,Each,NA,5mm,14,12,0,14.0,2.7,4.04,0.1
305,305,Permanent marker blue 5mm nib (Blue) 5mm,NA,Each,Each,NA,5mm,14,12,0,14.0,2.7,4.04,0.1
306,306,Permanent marker black 5mm nib (Black) 5mm,NA,Each,Each,NA,5mm,14,12,0,14.0,2.7,4.04,0.1
307,307,Tape dispenser (Blue),NA,Each,Each,NA,NA,20,10,0,20.0,32.0,47.84,1.0
308,308,Tape dispenser (Red),NA,Each,Each,NA,NA,20,10,0,20.0,32.0,47.84,1.0
309,309,Tape dispenser (Black),NA,Each,Each,NA,NA,20,10,0,20.0,32.0,47.84,1.0
310,310,Red and white urgent  heavy despatch tape  48mmx100m,NA,Each,Each,NA,48mmx100m,14,24,0,14.0,4.1,6.13,0.7
311,311,Red and white urgent despatch tape 48mmx75m,NA,Each,Each,NA,48mmx75m,14,24,0,14.0,3.7,5.53,0.5
312,312,Black and yellow heavy despatch tape 48mmx100m,NA,Each,Each,NA,48mmx100m,14,24,0,14.0,4.1,6.13,0.7
313,313,Black and yellow heavy despatch tape  48mmx75m,NA,Each,Each,NA,48mmx75m,14,24,0,14.0,3.7,5.53,0.5
314,314,Black and orange this way up despatch tape  48mmx100m,NA,Each,Each,NA,48mmx100m,14,24,0,14.0,4.1,6.13,0.7
315,315,Black and orange this way up despatch tape 48mmx75m,NA,Each,Each,NA,48mmx75m,14,24,0,14.0,3.7,5.53,0.5
316,316,Black and orange handle with care despatch tape  48mmx100m,NA,Each,Each,NA,48mmx100m,14,24,0,14.0,4.1,6.13,0.7
317,317,Black and orange handle with care despatch tape  48mmx75m,NA,Each,Each,NA,48mmx75m,14,24,0,14.0,3.7,5.53,0.5
318,318,Black and orange glass with care despatch tape  48mmx100m,NA,Each,Each,NA,48mmx100m,14,24,0,14.0,4.1,6.13,0.7
319,319,Black and orange glass with care despatch tape 48mmx75m,NA,Each,Each,NA,48mmx75m,14,24,0,14.0,3.7,5.53,0.5
320,320,Black and orange fragile despatch tape 48mmx100m,NA,Each,Each,NA,48mmx100m,14,36,0,14.0,4.1,6.13,0.7
321,321,Black and orange fragile despatch tape 48mmx75m,NA,Each,Each,NA,48mmx75m,14,36,0,14.0,3.7,5.53,0.5
322,322,Clear packaging tape 48mmx100m,NA,Each,Each,NA,48mmx100m,14,20,0,14.0,3.5,5.23,0.7
323,323,Clear packaging tape 48mmx75m,NA,Each,Each,NA,48mmx75m,14,26,0,14.0,2.9,4.34,0.5
324,324,3 kg Courier post bag (White) 300x190x95mm,NA,Each,Each,NA,300x190x95mm,14,25,0,14.0,0.66,0.99,0.1
325,325,Express post box 5kg (White) 350x280x130mm,NA,Each,Each,NA,350x280x130mm,14,25,0,14.0,0.95,1.42,0.2
326,326,Shipping carton (Brown) 457x457x457mm,NA,Each,Each,NA,457x457x457mm,14,25,0,14.0,2.1,3.14,0.4
327,327,Shipping carton (Brown) 356x356x279mm,NA,Each,Each,NA,356x356x279mm,14,25,0,14.0,2.04,3.05,0.3
328,328,Shipping carton (Brown) 305x305x305mm,NA,Each,Each,NA,305x305x305mm,14,25,0,14.0,3.5,5.23,0.3
329,329,Shipping carton (Brown) 480x270x320mm,NA,Each,Each,NA,480x270x320mm,14,25,0,14.0,2.74,4.1,0.4
330,330,Shipping carton (Brown) 457x279x279mm,NA,Each,Each,NA,457x279x279mm,14,25,0,14.0,1.28,1.91,0.4
331,331,Shipping carton (Brown) 356x229x229mm,NA,Each,Each,NA,356x229x229mm,14,25,0,14.0,1.14,1.7,0.4
332,332,Shipping carton (Brown) 279x254x217mm,NA,Each,Each,NA,279x254x217mm,14,25,0,14.0,1.11,1.66,0.3
333,333,Shipping carton (Brown) 229x229x229mm,NA,Each,Each,NA,229x229x229mm,14,25,0,14.0,1.05,1.57,0.3
334,334,Shipping carton (Brown) 500x310x310mm,NA,Each,Each,NA,500x310x310mm,14,25,0,14.0,2.55,3.81,0.4
335,335,Shipping carton (Brown) 413x285x187mm,NA,Each,Each,NA,413x285x187mm,14,25,0,14.0,1.05,1.57,0.3
336,336,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,NA,1.5m,14,1,0,14.0,240.0,358.8,10.0
337,337,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,NA,1.5m,14,1,0,14.0,240.0,358.8,10.0
338,338,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,NA,1.5m,14,1,0,14.0,240.0,358.8,10.0
339,339,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,NA,50m,14,10,0,14.0,105.0,156.98,10.0
340,340,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,NA,20m,14,10,0,14.0,48.0,71.76,6.0
341,341,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,NA,10m,14,10,0,14.0,32.0,47.84,5.0
342,342,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,NA,50m,14,10,0,14.0,102.0,152.49,10.0
343,343,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,NA,20m,14,10,0,14.0,45.0,67.28,6.0
344,344,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,NA,10m,14,10,0,14.0,29.0,43.36,5.0
345,345,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,NA,50m,14,10,0,14.0,99.0,148.01,10.0
346,346,10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,NA,20m,14,10,0,14.0,42.0,62.79,6.0
347,347,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,NA,10m,14,10,0,14.0,26.0,38.87,5.0
348,348,32 mm Double sided bubble wrap 50m,NA,Each,Each,NA,50m,14,10,0,14.0,112.0,167.44,10.0
349,349,32 mm Double sided bubble wrap 20m,NA,Each,Each,NA,20m,14,10,0,14.0,37.0,55.32,6.0
350,350,32 mm Double sided bubble wrap 10m,NA,Each,Each,NA,10m,14,10,0,14.0,22.0,32.89,5.0
351,351,20 mm Double sided bubble wrap 50m,NA,Each,Each,NA,50m,14,10,0,14.0,108.0,161.46,10.0
352,352,20 mm Double sided bubble wrap 20m,NA,Each,Each,NA,20m,14,10,0,14.0,33.0,49.34,6.0
353,353,20 mm Double sided bubble wrap 10m,NA,Each,Each,NA,10m,14,10,0,14.0,18.0,26.91,5.0
354,354,10 mm Double sided bubble wrap 50m,NA,Each,Each,NA,50m,14,10,0,14.0,105.0,156.98,10.0
355,355,10 mm Double sided bubble wrap 20m,NA,Each,Each,NA,20m,14,10,0,14.0,30.0,44.85,6.0
356,356,10 mm Double sided bubble wrap 10m,NA,Each,Each,NA,10m,14,10,0,14.0,15.0,22.43,5.0
357,357,Large sized bubblewrap roll 50m,NA,Each,Each,NA,50m,14,10,0,14.0,24.0,35.88,10.0
358,358,Medium sized bubblewrap roll 20m,NA,Each,Each,NA,20m,14,10,0,14.0,20.0,29.9,6.0
359,359,Small sized bubblewrap roll 10m,NA,Each,Each,NA,10m,14,10,0,14.0,4.5,6.73,5.0
360,360,Animal with big feet slippers (Brown) XL,NA,Each,Each,NA,XL,12,1,0,12.0,32.0,47.84,0.4
361,361,Animal with big feet slippers (Brown) L,NA,Each,Each,NA,L,12,1,0,12.0,32.0,47.84,0.35
362,362,Animal with big feet slippers (Brown) M,NA,Each,Each,NA,M,12,1,0,12.0,32.0,47.84,0.35
363,363,Animal with big feet slippers (Brown) S,NA,Each,Each,NA,S,12,1,0,12.0,32.0,47.84,0.35
364,364,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,NA,XL,12,1,0,12.0,32.0,47.84,0.4
365,365,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,NA,L,12,1,0,12.0,32.0,47.84,0.35
366,366,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,NA,M,12,1,0,12.0,32.0,47.84,0.35
367,367,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,NA,S,12,1,0,12.0,32.0,47.84,0.35
368,368,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,NA,XL,12,1,0,12.0,32.0,47.84,0.4
369,369,Plush shark slippers (Gray) L,Steel Gray,Each,Each,NA,L,12,1,0,12.0,32.0,47.84,0.35
370,370,Plush shark slippers (Gray) M,Steel Gray,Each,Each,NA,M,12,1,0,12.0,32.0,47.84,0.35
371,371,Plush shark slippers (Gray) S,Steel Gray,Each,Each,NA,S,12,1,0,12.0,32.0,47.84,0.35
372,372,Ogre battery-powered slippers (Green) XL,NA,Each,Each,NA,XL,12,1,0,12.0,32.0,47.84,0.4
373,373,Ogre battery-powered slippers (Green) L,NA,Each,Each,NA,L,12,1,0,12.0,32.0,47.84,0.35
374,374,Ogre battery-powered slippers (Green) M,NA,Each,Each,NA,M,12,1,0,12.0,32.0,47.84,0.35
375,375,Ogre battery-powered slippers (Green) S,NA,Each,Each,NA,S,12,1,0,12.0,32.0,47.84,0.35
376,376,Dinosaur battery-powered slippers (Green) XL,NA,Each,Each,NA,XL,12,1,0,12.0,32.0,47.84,0.4
377,377,Dinosaur battery-powered slippers (Green) L,NA,Each,Each,NA,L,12,1,0,12.0,32.0,47.84,0.35
378,378,Dinosaur battery-powered slippers (Green) M,NA,Each,Each,NA,M,12,1,0,12.0,32.0,47.84,0.35
379,379,Dinosaur battery-powered slippers (Green) S,NA,Each,Each,NA,S,12,1,0,12.0,32.0,47.84,0.35
380,380,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,NA,XL,12,12,0,12.0,18.0,26.91,0.3
381,381,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,NA,L,12,12,0,12.0,18.0,26.91,0.3
382,382,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,NA,M,12,12,0,12.0,18.0,26.91,0.3
383,383,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,NA,S,12,12,0,12.0,18.0,26.91,0.3
384,384,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,NA,XL,12,12,0,12.0,18.0,26.91,0.3
385,385,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,NA,L,12,12,0,12.0,18.0,26.91,0.3
386,386,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,NA,M,12,12,0,12.0,18.0,26.91,0.3
387,387,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,NA,S,12,12,0,12.0,18.0,26.91,0.3
388,388,Pack of 12 action figures (female),NA,Packet,Packet,NA,NA,2,1,0,2.0,16.0,23.92,0.25
389,389,Pack of 12 action figures (male),NA,Packet,Packet,NA,NA,2,1,0,2.0,16.0,23.92,0.25
390,390,Pack of 12 action figures (variety),NA,Packet,Packet,NA,NA,2,1,0,2.0,16.0,23.92,0.25
391,391,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,14.0,345.0,515.78,21.0
392,392,Ride on toy sedan car (Pink) 1/12 scale,NA,Each,Each,Northwind,1/12 scale,14,1,0,14.0,230.0,343.85,15.0
393,393,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,Northwind,1/12 scale,14,1,0,14.0,230.0,343.85,15.0
394,394,Ride on toy sedan car (Green) 1/12 scale,NA,Each,Each,Northwind,1/12 scale,14,1,0,14.0,230.0,343.85,15.0
395,395,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,Northwind,1/12 scale,14,1,0,14.0,230.0,343.85,15.0
396,396,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,Northwind,1/12 scale,14,1,0,14.0,230.0,343.85,15.0
397,397,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,14.0,230.0,343.85,15.0
398,398,Office cube periscope (Black),Black,Each,Carton,NA,NA,14,10,0,14.0,18.5,27.66,0.25
399,399,The Gu red shirt XML tag t-shirt (White) 3XS,White,Each,Carton,NA,3XS,7,12,0,7.0,18.0,26.91,0.25
400,400,The Gu red shirt XML tag t-shirt (White) XXS,White,Each,Carton,NA,XXS,7,12,0,7.0,18.0,26.91,0.25
401,401,The Gu red shirt XML tag t-shirt (White) XS,White,Each,Carton,NA,XS,7,12,0,7.0,18.0,26.91,0.25
402,402,The Gu red shirt XML tag t-shirt (White) S,White,Each,Carton,NA,S,7,12,0,7.0,18.0,26.91,0.3
403,403,The Gu red shirt XML tag t-shirt (White) M,White,Each,Carton,NA,M,7,12,0,7.0,18.0,26.91,0.35
404,404,The Gu red shirt XML tag t-shirt (White) L,White,Each,Carton,NA,L,7,12,0,7.0,18.0,26.91,0.35
405,405,The Gu red shirt XML tag t-shirt (White) XL,White,Each,Carton,NA,XL,7,12,0,7.0,18.0,26.91,0.35
406,406,The Gu red shirt XML tag t-shirt (White) XXL,White,Each,Carton,NA,XXL,7,12,0,7.0,18.0,26.91,0.4
407,407,The Gu red shirt XML tag t-shirt (White) 3XL,White,Each,Carton,NA,3XL,7,12,0,7.0,18.0,26.91,0.4
408,408,The Gu red shirt XML tag t-shirt (White) 4XL,White,Each,Carton,NA,4XL,7,12,0,7.0,18.0,26.91,0.4
409,409,The Gu red shirt XML tag t-shirt (White) 5XL,White,Each,Carton,NA,5XL,7,12,0,7.0,18.0,26.91,0.4
410,410,The Gu red shirt XML tag t-shirt (White) 6XL,White,Each,Carton,NA,6XL,7,12,0,7.0,18.0,26.91,0.4
411,411,The Gu red shirt XML tag t-shirt (White) 7XL,White,Each,Carton,NA,7XL,7,12,0,7.0,18.0,26.91,0.45
412,412,The Gu red shirt XML tag t-shirt (Black) 3XS,Black,Each,Carton,NA,3XS,7,12,0,7.0,18.0,26.91,0.25
413,413,The Gu red shirt XML tag t-shirt (Black) XXS,Black,Each,Carton,NA,XXS,7,12,0,7.0,18.0,26.91,0.25
414,414,The Gu red shirt XML tag t-shirt (Black) XS,Black,Each,Carton,NA,XS,7,12,0,7.0,18.0,26.91,0.25
415,415,The Gu red shirt XML tag t-shirt (Black) S,Black,Each,Carton,NA,S,7,12,0,7.0,18.0,26.91,0.3
416,416,The Gu red shirt XML tag t-shirt (Black) M,Black,Each,Carton,NA,M,7,12,0,7.0,18.0,26.91,0.35
417,417,The Gu red shirt XML tag t-shirt (Black) L,Black,Each,Carton,NA,L,7,12,0,7.0,18.0,26.91,0.35
418,418,The Gu red shirt XML tag t-shirt (Black) XL,Black,Each,Carton,NA,XL,7,12,0,7.0,18.0,26.91,0.35
419,419,The Gu red shirt XML tag t-shirt (Black) XXL,Black,Each,Carton,NA,XXL,7,12,0,7.0,18.0,26.91,0.4
420,420,The Gu red shirt XML tag t-shirt (Black) 3XL,Black,Each,Carton,NA,3XL,7,12,0,7.0,18.0,26.91,0.4
421,421,The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Each,Carton,NA,4XL,7,12,0,7.0,18.0,26.91,0.4
422,422,The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Each,Carton,NA,5XL,7,12,0,7.0,18.0,26.91,0.4
423,423,The Gu red shirt XML tag t-shirt (Black) 6XL,Black,Each,Carton,NA,6XL,7,12,0,7.0,18.0,26.91,0.4
424,424,The Gu red shirt XML tag t-shirt (Black) 7XL,Black,Each,Carton,NA,7XL,7,12,0,7.0,18.0,26.91,0.45
425,425,Alien officer hoodie (Black) XL,Black,Each,Each,NA,XL,12,1,0,12.0,35.0,52.33,0.4
426,426,Alien officer hoodie (Black) XXL,Black,Each,Each,NA,XXL,12,1,0,12.0,35.0,52.33,0.4
427,427,Alien officer hoodie (Black) 3XL,Black,Each,Each,NA,3XL,12,1,0,12.0,35.0,52.33,0.4
428,428,Alien officer hoodie (Black) 4XL,Black,Each,Each,NA,4XL,12,1,0,12.0,35.0,52.33,0.4
429,429,Alien officer hoodie (Black) 5XL,Black,Each,Each,NA,5XL,12,1,0,12.0,35.0,52.33,0.4
430,430,Superhero action jacket (Blue) 3XS,Blue,Each,Each,NA,3XS,12,1,0,12.0,25.0,37.38,0.3
431,431,Superhero action jacket (Blue) XXS,Blue,Each,Each,NA,XXS,12,1,0,12.0,25.0,37.38,0.3
432,432,Superhero action jacket (Blue) XS,Blue,Each,Each,NA,XS,12,1,0,12.0,25.0,37.38,0.3
433,433,Superhero action jacket (Blue) S,Blue,Each,Each,NA,S,12,1,0,12.0,25.0,37.38,0.3
434,434,Superhero action jacket (Blue) M,Blue,Each,Each,NA,M,12,1,0,12.0,30.0,44.85,0.35
435,435,Superhero action jacket (Blue) L,Blue,Each,Each,NA,L,12,1,0,12.0,30.0,44.85,0.35
436,436,Superhero action jacket (Blue) XL,Blue,Each,Each,NA,XL,12,1,0,12.0,30.0,44.85,0.35
437,437,Superhero action jacket (Blue) XXL,Blue,Each,Each,NA,XXL,12,1,0,12.0,30.0,44.85,0.35
438,438,Superhero action jacket (Blue) 3XL,Blue,Each,Each,NA,3XL,12,1,0,12.0,34.0,50.83,0.4
439,439,Superhero action jacket (Blue) 4XL,Blue,Each,Each,NA,4XL,12,1,0,12.0,34.0,50.83,0.4
440,440,Superhero action jacket (Blue) 5XL,Blue,Each,Each,NA,5XL,12,1,0,12.0,34.0,50.83,0.4
441,441,Furry animal socks (Pink) S,NA,Pair,Packet,NA,S,12,12,0,12.0,5.0,7.48,0.1
442,442,Furry animal socks (Pink) M,NA,Pair,Packet,NA,M,12,12,0,12.0,5.0,7.48,0.1
443,443,Furry animal socks (Pink) L,NA,Pair,Packet,NA,L,12,12,0,12.0,5.0,7.48,0.1
444,444,Furry animal socks (Pink) XL,NA,Pair,Packet,NA,XL,12,12,0,12.0,5.0,7.48,0.1
